id,original_title,tags,vote_average,release_date
772,Home Alone 2: Lost in New York,"Home Alone 2: Lost in New York Instead of flying to Florida with his folks, Kevin ends up alone in New York, where he gets a hotel room with his dad's credit card—despite problems from a clerk and meddling bellboy. But when Kevin runs into his old nemeses, the Wet Bandits, he's determined to foil their plans to rob a toy store on Christmas eve. Comedy Family Adventure Crime holiday new york new york city christmas",6.3,1992-11-19
840,Close Encounters of the Third Kind,"Close Encounters of the Third Kind After an encounter with UFOs, a line worker feels undeniably drawn to an isolated area in the wilderness where something spectacular is about to happen. Science Fiction Drama indiana obsession extraterrestrial technology evacuation blackout flying saucer secret base light contact beguilement exchange ufo alien vision missing person mother ship escapade obsessive quest life turned upside down",7.2,1977-11-16
9682,Pulse,"Pulse When their computer hacker friend accidentally channels a mysterious wireless signal, a group of co-eds rally to stop a terrifying evil from taking over the world. Horror Thriller suicide hacker death of a friend website remake",5.0,2006-08-11
96,Beverly Hills Cop II,"Beverly Hills Cop II Detroit cop, Axel Foley heads for the land of sunshine and palm trees to find out who shot police Captain Andrew Bogomil. Thanks to a couple of old friends, Axel's investigation uncovers a series of robberies masterminded by a heartless weapons kingpin – and the chase is on. Action Comedy Crime smuggling of arms detective intensive care undercover strip club armored car investigation police swimming pool sequel shootout gunfight los angeles explosion violence car chase detroit horse track beverly hills buddy cop oil field cement truck playboy mansion shooting range",6.1,1987-05-18
10678,Bringing Down the House,"Bringing Down the House Straight-laced lawyer, Peter Sanderson (Steve Martin) meets and falls in love with online chat friend ""Lawyer-Girl"", Charlene Morton (Queen Latifah), only to discover she's a convicted bank robber. Charlene escapes from jail and comes looking for Peter to help clear her name. Comedy prison ex-boyfriend support escape lawyer",5.4,2003-03-07
274,The Silence of the Lambs,"The Silence of the Lambs FBI trainee, Clarice Starling ventures into a maximum-security asylum to pick the diseased brain of Hannibal Lecter, a psychiatrist turned homicidal cannibal. Starling needs clues to help her capture a serial killer. but her Faustian relationship with Lecter soon leads to his escape, and now two deranged killers are on the loose. Crime Drama Thriller based on novel psychopath horror suspense serial killer psychological thriller cannibal fbi agent animal in cast credits cannibalism",8.1,1991-02-01
8872,Wayne's World,"Wayne's World When a sleazy TV exec offers Wayne and Garth a fat contract to tape their late-night public access show at his network, they can't believe their good fortune. But they soon discover the road from basement to big-time is a gnarly one, fraught with danger, temptation and ragin' party opportunities. Music Comedy tv show heavy metal television producer woman director",6.5,1992-02-14
16290,Jackass 3D,"Jackass 3D Jackass 3D is a 3-D film and the third movie of the Jackass series. It follows the same premise as the first two movies, as well as the TV series. It is a compilation of various pranks, stunts and skits. Before the movie begins, a brief introduction is made by Beavis and Butt-head explaining the 3D technology behind the movie. The intro features the cast lining up and then being attacked by various objects in slow-motion. The movie marks the 10th anniversary of the franchise, started in 2000. Comedy Documentary Action pain stunts stuntman stupidity comedy duringcreditsstinger 3d",6.4,2010-10-15
579,Jaws 2,Jaws 2 Police chief Brody must protect the citizens of Amity after a second monstrous shark begins terrorizing the waters. Horror Thriller mayor island police chief sailing boat accident dying and death panic current aggression by animal sequel rescue teenager shark great white shark high-tension current tourism,5.9,1978-06-16
14405,Beverly Hills Chihuahua,"Beverly Hills Chihuahua A pampered Beverly Hills chihuahua named Chloe who, while on vacation in Mexico with her owner Viv's niece, Rachel, gets lost and must rely on her friends to help her get back home before she is caught by a dognapper who wants to ransom her. Adventure Comedy Family dog dirt chihuahua pinata potted plant duringcreditsstinger",4.9,2008-10-03
138843,The Conjuring,"The Conjuring Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives. Horror Thriller sister sister relationship exorcism rhode island based on true story farmhouse paranormal investigation ghost supernatural power paranormal investigator annabelle",7.4,2013-07-18
11637,Are We There Yet?,"Are We There Yet? The fledgling romance between Nick, a playboy bachelor, and Suzanne, a divorced mother of two, is threatened by a particularly harrowing New Years Eve. When Suzanne's work keeps her in Vancouver for the holiday, Nick offers to bring her kids to the city from Portland, Oregon. The kids, who have never liked any of the men their mom dates, are determined to turn the trip into a nightmare for Nick. Adventure Comedy Family Romance car journey macho road trip children pretty woman trouble",5.2,2005-01-20
226486,Tammy,"Tammy After losing her job and learning that her husband has been unfaithful, a woman hits the road with her profane, hard-drinking grandmother. Comedy ",5.0,2014-07-02
1584,School of Rock,"School of Rock Fired from his band and hard up for cash, guitarist and vocalist Dewey Finn finagles his way into a job as a fourth-grade substitute teacher at a private school, where he secretly begins teaching his students the finer points of rock 'n' roll. The school's hard-nosed principal is rightly suspicious of Finn's activities. But Finn's roommate remains in the dark about what he's doing. Comedy Music rock and roll rock high school music band",6.7,2003-10-03
